Messe;Halle;Sektor;Standnummer;Kunde;Kommission;Auftragsmenge;Kurztext;Interner Text;Artikel-Nr.;Liefertermin (Möbel);Uhrzeit Lieferung;Kontakt vor Ort;Obergruppe;Verantwortlich;Nummer;Veranstaltungsbeginn;Datum;Person/Zeichen;Auftragsart
Inhorgenta 2026, München;B1;;220;Ernst Färber, München;;3,00;MUNICH 160x70 Tischgestell, chrom;;2086;;;;Möbel;Sophia Kistler;551554;20.02.2026;08.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;220;Ernst Färber, München;;3,00;MUNICH 160x70 Platte schwarz;;2100;;;;Möbel;Sophia Kistler;551554;20.02.2026;08.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;220;Ernst Färber, München;;1,00;MUNICH 70x70 Tischgestell, chrom;für Platte 70x70 schwarz;2043;;;;Möbel;Sophia Kistler;551554;20.02.2026;08.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;220;Ernst Färber, München;;1,00;MUNICH 70x70 Platte schwarz;für Gestell 70x70 chrom;2044;;;;Möbel;Sophia Kistler;551554;20.02.2026;08.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;220;Ernst Färber, München;;1,00;Schrankvitrine GIGANTE 155;;1498;;;;Möbel;Sophia Kistler;551554;20.02.2026;08.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;220;Ernst Färber, München;;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Sophia Kistler;551554;20.02.2026;08.12.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;230;RiR & Co Craft Textile Design, Allariz- Ourense;;1,00;Stuhl VITA weiß;;1231;;;;Möbel;Sophia Kistler;552160;04.03.2026;22.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;230;RiR & Co Craft Textile Design, Allariz- Ourense;;1,00;ENNO 160x70 Platte weiß;;2064;;;;Möbel;Sophia Kistler;552160;04.03.2026;22.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;230;RiR & Co Craft Textile Design, Allariz- Ourense;;2,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Sophia Kistler;552160;04.03.2026;22.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;230;RiR & Co Craft Textile Design, Allariz- Ourense;;1,00;Multiständer MONO (mit 1 Stange);MONO (mit 1 Stange);1533;;;;Möbel;Sophia Kistler;552160;04.03.2026;22.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;230;RiR & Co Craft Textile Design, Allariz- Ourense;;1,00;Rollschrank DAVID weiß;;1380;;;;Möbel;Sophia Kistler;552160;04.03.2026;22.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;B1;;241;Meplan, München;Papantonatos S.A.;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Sophia Kistler;551415;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;B1;;241;Meplan, München;Papantonatos S.A.;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70x70cm weiß;2057;;;;Möbel;Sophia Kistler;551415;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;B1;;241;Meplan, München;Papantonatos S.A.;1,00;ENNO 70x70 Tischplatte weiß;für Stehtisch;2062;;;;Möbel;Sophia Kistler;551415;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;B1;;241;Meplan, München;Papantonatos S.A.;2,00;Barhocker ZETT weiß;;1004;;;;Möbel;Sophia Kistler;551415;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;B1;;300;Meplan, München;MARTIN PSA Lechtaler GmbH;1,00;Bartheke PURO BAR weiß;;1324;;;;Möbel;Sophia Kistler;551421;04.05.2026;26.11.2025;Sophia Kistler;Möbel
IFAT 2026, München;B1;;300;Meplan, München;MARTIN PSA Lechtaler GmbH;8,00;Barhocker VOLT BAR weiß;;1033;;;;Möbel;Sophia Kistler;551421;04.05.2026;26.11.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;313;Richard Hans Becker, Idar-Oberstein;;1,00;Kühlschrank COOL L (300);;1101;;;;Möbel;Sophia Kistler;551476;20.02.2026;01.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;313;Richard Hans Becker, Idar-Oberstein;;1,00;Prospektständer LEGIO 30;;1154;;;;Möbel;Sophia Kistler;551476;20.02.2026;01.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;313;Richard Hans Becker, Idar-Oberstein;;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Sophia Kistler;551476;20.02.2026;01.12.2025;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;314;Art. Or srl, Milano;;1,00;Garderobenständer DRAGO;;1051;;;;Möbel;Jan Ressel;552003;20.02.2026;19.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;02;324;Peter Fischer;Peter Fischer;4,00;Stuhl HAY weiß;;1263;;;;Möbel;Silke Kirsch;551114;20.02.2026;07.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;02;324;Peter Fischer;Peter Fischer;2,00;Barhocker HAY BAR weiß;;1027;;;;Möbel;Silke Kirsch;551114;20.02.2026;07.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;02;324;Peter Fischer;Peter Fischer;2,00;Sideboard PURO;;1383;;;;Möbel;Silke Kirsch;551114;20.02.2026;07.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;02;324;Peter Fischer;Peter Fischer;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Silke Kirsch;551114;20.02.2026;07.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;02;324;Peter Fischer;Peter Fischer;1,00;Spülschrank CLEAN;;1205;;;;Möbel;Silke Kirsch;551114;20.02.2026;07.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;02;324;Peter Fischer;Peter Fischer;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Silke Kirsch;551114;20.02.2026;07.01.2026;Julia Walch;Standbau
analytica 2026, München;B1;;327;Meplan, München;KARTELL SPA;1,00;Prospektständer LEGIO 70;;1152 | 546;;;;Möbel;Jan Ressel;551117;24.03.2026;12.11.2025;Jan Ressel;Möbel
IHM/Garten 2026, München;B1;;328;SENNES Nele de Block, Antwerpen;;2,00;Loungebank CAPRI BENCH 45 weiß;;1130;;;;Möbel;Sophia Kistler;551994;04.03.2026;19.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;328;SENNES Nele de Block, Antwerpen;;2,00;Multiständer MONO (mit 1 Stange);MONO (mit 1 Stange);1533;;;;Möbel;Sophia Kistler;551994;04.03.2026;19.01.2026;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;10;332;Untitled Verlag und Agentur, Hamburg;;4,00;LEVANTE HIGH Fuß Höhe 110cm weiß;;2072;;;;Möbel;Florian Wider;551966;20.02.2026;19.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;10;332;Untitled Verlag und Agentur, Hamburg;;2,00;LEVANTE 120x60 Platte weiß;für Stehtisch;2074;;;;Möbel;Florian Wider;551966;20.02.2026;19.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;10;332;Untitled Verlag und Agentur, Hamburg;;1,00;Bartheke PURO BAR weiß;;1324;;;;Möbel;Florian Wider;551966;20.02.2026;19.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;10;332;Untitled Verlag und Agentur, Hamburg;;1,00;Kühlschrank COOL M (140);weiß/grau;1100;;;;Möbel;Florian Wider;551966;20.02.2026;19.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;10;332;Untitled Verlag und Agentur, Hamburg;;1,00;Garderobenständer DRAGO;;1051;;;;Möbel;Florian Wider;551966;20.02.2026;19.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;10;332;Untitled Verlag und Agentur, Hamburg;;3,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Florian Wider;551966;20.02.2026;19.01.2026;Julia Walch;Standbau
Inhorgenta 2026, München;B1;10;332;Untitled Verlag und Agentur, Hamburg;;1,00;Lagerregal RACK alu;;1166;;;;Möbel;Florian Wider;551966;20.02.2026;19.01.2026;Julia Walch;Standbau
analytica 2026, München;B1;;338;M2-Automation GmbH, Berlin;;1,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Jan Ressel;551648;24.03.2026;15.12.2025;Jasna Pejic;Möbel
analytica 2026, München;B1;;338;M2-Automation GmbH, Berlin;;1,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Jan Ressel;551648;24.03.2026;15.12.2025;Jasna Pejic;Möbel
analytica 2026, München;B1;;338;M2-Automation GmbH, Berlin;;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Jan Ressel;551648;24.03.2026;15.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;344;PVG Jewellery SRL, Scandicci (Firenze);;1,00;Garderobenständer DONNA;;1049;;;;Möbel;Jan Ressel;551354;20.02.2026;20.11.2025;Jan Ressel;Möbel
Inhorgenta 2026, München;B1;;344;PVG Jewellery SRL, Scandicci (Firenze);;1,00;Papierkorb DUSTIN schwarz;;1189;;;;Möbel;Jan Ressel;551354;20.02.2026;20.11.2025;Jan Ressel;Möbel
Inhorgenta 2026, München;B1;;344;PVG Jewellery SRL, Scandicci (Firenze);;2,00;Sessel ARENA schwarz;;1144;;;;Möbel;Jan Ressel;551354;20.02.2026;20.11.2025;Jan Ressel;Möbel
Inhorgenta 2026, München;B1;;350;River Mounts EU, Antwerpen;;2,00;Schrankvitrine GIGANTE 155;;1498;;;;Möbel;Jan Ressel;551563;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;350;River Mounts EU, Antwerpen;;6,00;Stuhl VITA blau;;1227;;;;Möbel;Jan Ressel;551563;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;350;River Mounts EU, Antwerpen;;2,00;Tisch STYLUS weiß;;1475;;;;Möbel;Jan Ressel;551563;20.02.2026;08.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;400;BE8 JEWELS - R.C. srl;;2,00;MUNICH 130x70 Platte schwarz;für Gestell 130x70 chrom;2053;;;;Möbel;Jan Ressel;551775;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;400;BE8 JEWELS - R.C. srl;;2,00;MUNICH 130x70 Tischgestell, chrom;für Platte 130x70 schwarz;2052;;;;Möbel;Jan Ressel;551775;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;400;BE8 JEWELS - R.C. srl;;1,00;MUNICH 70x70 Tischgestell, chrom;für Platte 70x70 schwarz;2043;;;;Möbel;Jan Ressel;551775;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;400;BE8 JEWELS - R.C. srl;;1,00;MUNICH 70x70 Platte schwarz;für Gestell 70x70 chrom;2044;;;;Möbel;Jan Ressel;551775;20.02.2026;07.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;406;Jörg Kaiser GmbH, Bischweier;;1,00;CLASSICO Sideboard weiß/alu;;1382;;;;Möbel;Jan Ressel;551663;20.02.2026;16.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;406;Jörg Kaiser GmbH, Bischweier;;1,00;CLASSICO Aufsatz für Bartheke;;2025;;;;Möbel;Jan Ressel;551663;20.02.2026;16.12.2025;Jasna Pejic;Möbel
analytica 2026, München;B1;;408;Meplan, München;Quantifoil;1,00;Prospektständer ZICKZACK;;1160;;;;Möbel;Jan Ressel;551545;24.03.2026;05.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;418;ICY Jewellery Design, Hung Hom;;3,00;MUNICH 130x70 Platte schwarz;für Gestell 130 schwarz;2053;;;;Möbel;Jan Ressel;551491;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;418;ICY Jewellery Design, Hung Hom;;3,00;MUNICH 130x70 Tischgestell, schwarz;für Platte 130 schwarz;2106;;;;Möbel;Jan Ressel;551491;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;424;Moser + Pfeil GmbH & Co. KG, Eisingen;;1,00;Thekenschrank PURO COUNTER, schwarz;;1387;;;;Möbel;Jan Ressel;551492;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;434;Vista Jewelry Limited, Hunghom;;6,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551489;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;434;Vista Jewelry Limited, Hunghom;;2,00;MUNICH 130x70 Platte weiß;für Gestell 130x70 chrom;2054;;;;Möbel;Jan Ressel;551489;20.02.2026;02.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;434;Vista Jewelry Limited, Hunghom;;2,00;MUNICH 130x70 Tischgestell, chrom;für Platte 130x70 weiß;2052;;;;Möbel;Jan Ressel;551489;20.02.2026;02.12.2025;Jasna Pejic;Möbel
analytica 2026, München;B1;;440;Meplan, München;Staiger GmbH & Co. KG;1,00;Prospektständer ZICKZACK;;1160;;;;Möbel;Sophia Kistler;552000;24.03.2026;19.01.2026;Sophia Kistler;Möbel
Inhorgenta 2026, München;B1;;440;Emil Weis Opals KG, Idar-Oberstein;;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;für Platte 70 rund weiß;2057;;;;Möbel;Jan Ressel;551612;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;440;Emil Weis Opals KG, Idar-Oberstein;;1,00;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;2061;;;;Möbel;Jan Ressel;551612;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;440;Emil Weis Opals KG, Idar-Oberstein;;2,00;Barhocker ZETT schwarz;in Stehgruppe;1003;;;;Möbel;Jan Ressel;551612;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;440;Emil Weis Opals KG, Idar-Oberstein;;3,00;Stuhl MUNICH schwarz;;1219;;;;Möbel;Jan Ressel;551612;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;440;Emil Weis Opals KG, Idar-Oberstein;;1,00;MUNICH 130x70 Platte weiß;für Gestell 130x70 chrom;2054;;;;Möbel;Jan Ressel;551612;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;440;Emil Weis Opals KG, Idar-Oberstein;;1,00;MUNICH 130x70 Tischgestell, chrom;für Platte 130x70 weiß;2052;;;;Möbel;Jan Ressel;551612;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;440;Emil Weis Opals KG, Idar-Oberstein;;1,00;PISA 120x80 Tischgestell chrom/schwarz;;2047;;;;Möbel;Jan Ressel;551612;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;440;Emil Weis Opals KG, Idar-Oberstein;;1,00;PISA 120x80 Tischplatte weiß;;2094;;;;Möbel;Jan Ressel;551612;20.02.2026;11.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;444;Sunjewels Pvt. Ltd., Mumbai;;2,00;Garderobenständer DONNA;;1049;;;;Möbel;Jan Ressel;551821;20.02.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;444;Sunjewels Pvt. Ltd., Mumbai;;11,00;Stuhl KUADRA XL weiß;;1238;;;;Möbel;Jan Ressel;551821;20.02.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;444;Sunjewels Pvt. Ltd., Mumbai;;3,00;Tisch MILANO weiß;;1465;;;;Möbel;Jan Ressel;551821;20.02.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;444;Sunjewels Pvt. Ltd., Mumbai;;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Jan Ressel;551821;20.02.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B1;;444;Sunjewels Pvt. Ltd., Mumbai;;1,00;NINO/ENNO Sitztischgestell H75cm, chrom;;2055;;;;Möbel;Jan Ressel;551821;20.02.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B1;;507;Meplan, München;DST;1,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Jan Ressel;552142;04.05.2026;22.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B1;;507;Meplan, München;DST;1,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Jan Ressel;552142;04.05.2026;22.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B1;;507;Meplan, München;DST;2,00;Tischvitrine VITREO CAB 145;;1508;;;;Möbel;Jan Ressel;552142;04.05.2026;22.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B1;;511;Rotorflush Filters Ltd, Charmouth;;1,00;ENNO 160x70 Platte weiß;;2064;;;;Möbel;Jan Ressel;551885;04.05.2026;13.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B1;;511;Rotorflush Filters Ltd, Charmouth;;2,00;NINO/ENNO DARK Sitztischgestell H75cm, schwarz;;2108;;;;Möbel;Jan Ressel;551885;04.05.2026;13.01.2026;Jasna Pejic;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;1,00;Sideboard PURO;;1383;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;1,00;Lagerregal RACK alu;;1166;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;1,00;Kühlschrank COOL L (300);;1101;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;1,00;LEVANTE 120x60 Platte weiß;für Sitztisch;2074;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;2,00;LEVANTE Fuß Höhe 75cm weiß;3 Stück / Spax 5x80 mm;2073;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;für Platte 60x60;2072;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;1,00;LEVANTE 60x60 Platte weiß;für Stehtisch;2076;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;1,00;LEVANTE 60x60 Platte weiß;für Sitztisch;2076;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;516;Meplan, München;HERZOG Maschinenfabrik GmbH & Co. KG;2,00;LEVANTE Fuß Höhe 75cm weiß;3 Stück / Spax 5x80 mm;2073;;;;Möbel;Sophia Kistler;551371;24.03.2026;03.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;517;Meplan, München;Scala Scientific;12,00;Barhocker ZETT weiß;;1004;;;;Möbel;Sophia Kistler;551587;24.03.2026;10.12.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;520;Meplan, München;Lenz Laborglas GmbH & Co.KG;1,00;Stehtisch YPSILON HIGH weiß;;1473;;;;Möbel;Sophia Kistler;552041;24.03.2026;19.01.2026;Sophia Kistler;Möbel
analytica 2026, München;B1;;524;Meplan, München;FALC;2,00;Barhocker ZETT weiß;;1004;;;;Möbel;Jan Ressel;551547;24.03.2026;05.12.2025;Jasna Pejic;Möbel
analytica 2026, München;B1;;529;Meplan, München;Evidencia GmbH;1,00;Bartheke OCTA ROUND;mit Kühlschrank COOL 140;1288;;;;Möbel;Sophia Kistler;551911;24.03.2026;14.01.2026;Sophia Kistler;Möbel
analytica 2026, München;B1;;529;Meplan, München;Evidencia GmbH;1,00;Kühlschrank COOL M (140);weiß/grau;1100 | 600;;;;Möbel;Sophia Kistler;551911;24.03.2026;14.01.2026;Sophia Kistler;Möbel
IFAT 2026, München;B1;;531;Meplan, München;C.M.O POMPE;1,00;MUNICH 110x70 Tischgestell, chrom;für Platte 110x70 weiß;2049;;;;Möbel;Jan Ressel;551815;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B1;;531;Meplan, München;C.M.O POMPE;1,00;MUNICH 110x70 Platte weiß;für Gestell 110x70 weiß;2051;;;;Möbel;Jan Ressel;551815;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B1;;531;Meplan, München;C.M.O POMPE;3,00;Stuhl MUNICH blau;;1215;;;;Möbel;Jan Ressel;551815;04.05.2026;08.01.2026;Jasna Pejic;Möbel
analytica 2026, München;B1;;534;Meplan, München;KEYTO;1,00;Schrankvitrine GIGANTE CAB 105;;1497;;;;Möbel;Jan Ressel;551863;24.03.2026;12.01.2026;Jasna Pejic;Möbel
analytica 2026, München;B1;;536;Meplan, München;SOL Deutschland GmbH;1,00;Stehtisch LIDO HIGH weiß;;1468;;;;Möbel;Sophia Kistler;551240;24.03.2026;17.11.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;536;Meplan, München;SOL Deutschland GmbH;1,00;LIDO Husse anthrazit;;2028;;;;Möbel;Sophia Kistler;551240;24.03.2026;17.11.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;536;Meplan, München;SOL Deutschland GmbH;2,00;Ablage weiß für Maxima Bartheke;;2003;;;;Möbel;Sophia Kistler;551240;24.03.2026;17.11.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;536;Meplan, München;SOL Deutschland GmbH;2,00;Füllung WEISS für Maxima Theke;;2013;;;;Möbel;Sophia Kistler;551240;24.03.2026;17.11.2025;Sophia Kistler;Möbel
analytica 2026, München;B1;;536;Meplan, München;SOL Deutschland GmbH;2,00;MAXIMA INFO Infotheke;A: weiß | F: weiß;1351;;;;Möbel;Sophia Kistler;551240;24.03.2026;17.11.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;708;Galimex srl, Bucharest;;3,00;MUNICH 160x70 Tischgestell, chrom;;2086;;;;Möbel;Sophia Kistler;552161;04.03.2026;22.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;708;Galimex srl, Bucharest;;3,00;MUNICH 160x70 Platte schwarz;;2100;;;;Möbel;Sophia Kistler;552161;04.03.2026;22.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;734;Kathrin Runge Schmuck, Ravensburg;;2,00;Stuhl VOLT schwarz;;1268;;;;Möbel;Sophia Kistler;551854;04.03.2026;12.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;738;Arte Design Venezia - HOOROON, Venezia;;1,00;Barhocker CUBE TUTTO weiß;;1035;;;;Möbel;Sophia Kistler;551982;04.03.2026;16.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;740;Takirai Design, Florence;;1,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Sophia Kistler;551972;04.03.2026;16.01.2026;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;771;Galerie Noel Guyomarc'h, Montreal, Québec;;4,00;MUNICH 70x70 Tischgestell, chrom;für Platte 70x70 schwarz;2043;;;;Möbel;Sophia Kistler;551630;04.03.2026;17.12.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;771;Galerie Noel Guyomarc'h, Montreal, Québec;;4,00;MUNICH 70x70 Platte schwarz;für Gestell 70x70 chrom;2044;;;;Möbel;Sophia Kistler;551630;04.03.2026;17.12.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;771;Galerie Noel Guyomarc'h, Montreal, Québec;;1,00;Thekenschrank PURO COUNTER, weiß;;1388;;;;Möbel;Sophia Kistler;551630;04.03.2026;17.12.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;771;Galerie Noel Guyomarc'h, Montreal, Québec;;1,00;Barhocker COMA weiß;;1038;;;;Möbel;Sophia Kistler;551630;04.03.2026;17.12.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;771;Galerie Noel Guyomarc'h, Montreal, Québec;;4,00;LEVANTE HIGH Fuß Höhe 110cm weiß;;2072;;;;Möbel;Sophia Kistler;551630;04.03.2026;17.12.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;771;Galerie Noel Guyomarc'h, Montreal, Québec;;2,00;LEVANTE 120x60 Platte weiß;für Stehtisch;2074;;;;Möbel;Sophia Kistler;551630;04.03.2026;17.12.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;771;Galerie Noel Guyomarc'h, Montreal, Québec;;1,00;LEVANTE 170x60 Platte weiß;für Stehtisch;2075;;;;Möbel;Sophia Kistler;551630;04.03.2026;17.12.2025;Sophia Kistler;Möbel
IHM/Garten 2026, München;B1;;771;Galerie Noel Guyomarc'h, Montreal, Québec;;2,00;LEVANTE HIGH Fuß Höhe 110cm weiß;;2072;;;;Möbel;Sophia Kistler;551630;04.03.2026;17.12.2025;Sophia Kistler;Möbel
IFAT 2026, München;B2;;101;Meplan, München;Energy Recovery;2,00;NINO 70 Tischplatte rund weiß;für Stehtisch, chrom;2061;;;;Möbel;Jan Ressel;551804;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B2;;101;Meplan, München;Energy Recovery;2,00;NINO/ENNO Stehtischgestell H 110cm, chrom;;2057;;;;Möbel;Jan Ressel;551804;04.05.2026;08.01.2026;Jasna Pejic;Möbel
IFAT 2026, München;B2;;101;Meplan, München;Energy Recovery;2,00;Infotheke OCTA INFO 108 silber mit Türen;mit Schiebetüren;1362 | 201;;;;Möbel;Jan Ressel;551804;04.05.2026;08.01.2026;Jasna Pejic;Möbel
Inhorgenta 2026, München;B2;;101;J. Fischer &. Sohn KG;;1,00;Gläser-Spülmaschine (nur in Riem);;1201;;;;Spülmaschinen;Jan Ressel;551588;20.02.2026;10.12.2025;Jasna Pejic;Möbel
Inhorgenta 2026, München;B2;;101;J. Fischer &. Sohn KG;;1,00;Flaschenkühlschrank BOTTLE L;;1094;;;;Möbel;Jan Ressel;551588;20.02.2026;10.12.2025;Jasna Pejic;Möbel
IFAT 2026, München;B2;;112;Meplan, München;ZUOYUN LONGSHAN ACTIVATED CARBON CO.,LTD;1,00;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;2061;;;;Möbel;Sophia Kistler;551881;04.05.2026;13.01.2026;Sophia Kistler;Möbel
