Kunde/Lieferant;Kommission;Liefertermin (Möbel);Halle;Sektor;Standnummer;Artikel-Nr.;Liefermenge;Einheit;Kurztext;Langtext;zusatzinfo Lieferschein Position;Ansprechpartner Kunde;Verantwortlich intern;Lieferschein Nummer;Lieferschein Datum;Artikel Obergruppe;lieferschein Notiz;Messe;Art;Person/Zeichen;Kopfprojektnummer;Veranstaltungsbeginn;Veranstaltungsende;Abholtermin;Begründung Liefersperre;NICHT liefern;Uhrzeit Lieferung;Lieferort;Kontakt vor Ort
Promo Event, Eichenau;TRÄGERSTAND ADMIXX;;04;;T04;1101;1,00;Stück;Kühlschrank COOL L (300);"COOL L Kühlschrank, Inhalt 300l, extra 
Gefrierabteil, BxTxH: 55x60x162cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633746;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND ADMIXX;;04;;T04;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß, verschließbar 
Spanplatte, Alu natur, BxTxH: 95x45x90cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633746;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND ADMIXX;;04;;T04;2057;4,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70x70cm weiß;Sebastian Pfaffenzeller;Angelo Schmidbauer;633746;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND ADMIXX;;04;;T04;1166;2,00;Stück;Lagerregal RACK alu;"RACK Lagerregal, 5 Böden, Spanplatte Alu
BxTxH: 95x30x185cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633746;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND ADMIXX;;04;;T04;1324;1,00;Stück;Bartheke PURO BAR weiß;"PURO BAR Bartheke weiß, verschließbar 
Spanplatte, BxTxH: 95x60x90/110cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633746;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Mahlwerck Porzellan GmbH, Kolbemoor;;;04;;E06;2109;1,00;x;NINO/ENNO DARK Stehtischgestell H 110cm, schwarz;"NINO/ENNO DARK Stehtischgestell H 110cm
schwarz, Ø: 8cm, Länge: 102cm";für Platte 70x70cm schwarz;Daniela Gottenöf;Jan Ressel;633748;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Mahlwerck Porzellan GmbH, Kolbemoor;;;04;;E06;1003;2,00;Stück;Barhocker ZETT schwarz;"ZETT Barhocker, schwarz
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Daniela Gottenöf;Jan Ressel;633748;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Mahlwerck Porzellan GmbH, Kolbemoor;;;04;;E06;2060;1,00;x;ENNO 70x70 Platte schwarz;ENNO 70x70 Tischplatte schwarz;für Stehtischgestell schwarz;Daniela Gottenöf;Jan Ressel;633748;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
HALFAR System GmbH, Bielefeld;;;04; ;D03;1540;2,00;Stück;Barhocker KUADRA BAR weiß;"KUADRA BAR Barhocker, weiß
Kunststoff, Chrom
BxTxH: 51x54x102cm, SH: 77cm";;Ulf Schrader;Jan Ressel;633728;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
HALFAR System GmbH, Bielefeld;;;04; ;D03;2072;2,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;für Platte 170x60;Ulf Schrader;Jan Ressel;633728;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
HALFAR System GmbH, Bielefeld;;;04; ;D03;2075;1,00;x;LEVANTE 170x60 Platte weiß;LEVANTE 170x60 Tischplatte;für Stehtisch;Ulf Schrader;Jan Ressel;633728;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
HALFAR System GmbH, Bielefeld;;;04; ;D03;1269;1,00;Stück;Stuhl VOLT weiß;"VOLT Stuhl, weiß
Kunststoff, stapelbar
BxTxH: 51x53x78cm, SH: 46cm";;Ulf Schrader;Jan Ressel;633728;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
TROIKA GERMANY GMBH;;;04;;A19;2072;4,00;x;LEVANTE HIGH Fuß Höhe 110cm weiß;LEVANTE HIGH Fuß Höhe 110cm;für Platte 220x60;Linus Böll;Angelo Schmidbauer;633736;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
TROIKA GERMANY GMBH;;;04;;A19;2089;2,00;x;LEVANTE 220x60 Platte weiß;LEVANTE 220x60 Tischplatte;für Stehtisch;Linus Böll;Angelo Schmidbauer;633736;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BIC Graphic Europe, Eschborn;;;04;;B21;2062;1,00;x;ENNO 70x70 Tischplatte weiß;ENNO 70x70 Tischplatte weiß;für Stehtisch;Achim Frey;Sophia Kistler;633715;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BIC Graphic Europe, Eschborn;;;04;;B21;1020;2,00;Stück;Barhocker CATIFA BAR weiß/grau;"CATIFA BAR Barhocker, weiß/grau
Chrom, Kunststoff 
BxTxH: 62x51x111cm, SH: 76cm";;Achim Frey;Sophia Kistler;633715;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
BIC Graphic Europe, Eschborn;;;04;;B21;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70x70cm weiß;Achim Frey;Sophia Kistler;633715;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
MASTER ITALIA S.p.A., San Donà di Piave;;;04;;B04;1166;3,00;x;Lagerregal RACK alu;"Storage shelf RACK 5 shelves,
aluminium, 95x39x185 cm";;Jacopo Albonetti;Sophia Kistler;633738;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
MASTER ITALIA S.p.A., San Donà di Piave;;;04;;B04;1473;1,00;x;Stehtisch YPSILON HIGH weiß;"Table YPSILON HIGH white
decorative chipboard, aluminium
foldable, Ø 60x110 cm";;Jacopo Albonetti;Sophia Kistler;633738;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Messe Augsburg;Ortlfinger;;01;;O18;1096;2,00;Stück;Flaschenkühlschrank BOTTLE L Air;"BOTTLE L Air Flaschenkühlschrank mit Umluft-
kühlung, verschließbar, Türanschlag rechts, 
ca. 360l Inhalt, 230V, BxTxH: 60x61x164cm";;Beschaffung Beschaffung;Julian Micheli;633751;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Messe Augsburg;Ortlfinger;;01;;O18;1514;8,00;Stück;Tischvitrine PURO GLAS LIGHT;"PURO GLAS LIGHT Tischvitrine, beleuchtet
verschließbar, Spanplatte, BxTxH: 95x45x100cm, 
GH: 20cm";;Beschaffung Beschaffung;Julian Micheli;633751;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
POLYCLEAN International GmbH, Ahaus;;;04;;F04;1540;2,00;Stück;Barhocker KUADRA BAR weiß;"KUADRA BAR Barhocker, weiß
Kunststoff, Chrom
BxTxH: 51x54x102cm, SH: 77cm";;Bettina Gesing;Jan Ressel;633732;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Giving Europe GmbH;;;04;;F08;2062;1,00;x;ENNO 70x70 Tischplatte weiß;ENNO 70x70 Tischplatte weiß;für Stehtisch;Sabrina Theissen;Jan Ressel;633716;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Giving Europe GmbH;;;04;;F08;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70x70cm weiß;Sabrina Theissen;Jan Ressel;633716;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Holfelder GmbH, Unterföhring;;;04;;T03;1032;12,00;Stück;Barhocker VOLT BAR schwarz;"VOLT BAR Barhocker schwarz, Kunststoff 
stapelbar, BxTxH: 49x48x86cm, SH: 76cm";;Julia Borchers;Angelo Schmidbauer;633718;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Holfelder GmbH, Unterföhring;;;04;;T03;2059;4,00;x;NINO 70 Tischplatte rund schwarz;NINO 70 Tischplatte rund schwarz;für Stehtischgestell schwarz;Julia Borchers;Angelo Schmidbauer;633718;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Holfelder GmbH, Unterföhring;;;04;;T03;2109;4,00;x;NINO/ENNO DARK Stehtischgestell H 110cm, schwarz;"NINO/ENNO DARK Stehtischgestell H 110cm
schwarz, Ø: 8cm, Länge: 102cm";für Platte 70cm rund schwarz;Julia Borchers;Angelo Schmidbauer;633718;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
AXPOL Trading sp.z o.o., Suchy Las;;;04;;A03;2106;1,00;x;MUNICH 130x70 Tischgestell, schwarz;MUNICH 130x70 Tischgestell schwarz;;Jan Siekierski;Sophia Kistler;633735;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
AXPOL Trading sp.z o.o., Suchy Las;;;04;;A03;1533;1,00;Stück;Multiständer MONO (mit 1 Stange);"MONO multirack
1x clothes rail Ø: 16 mm, stainless steel
WxDxH: 150x45x150cm";MONO (mit 1 Stange);Jan Siekierski;Sophia Kistler;633735;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
AXPOL Trading sp.z o.o., Suchy Las;;;04;;A03;2078;1,00;x;CLASSICO Tischvitrinen-Aufsatz;CLASSICO Tischvitrinen-Aufsatz;;Jan Siekierski;Sophia Kistler;633735;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
AXPOL Trading sp.z o.o., Suchy Las;;;04;;A03;1382;1,00;x;CLASSICO Sideboard weiß/alu;"Sideboard CLASSICO white chipboard,
aluminium, lockable, 95x45x90 cm";;Jan Siekierski;Sophia Kistler;633735;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
AXPOL Trading sp.z o.o., Suchy Las;;;04;;A03;2090;1,00;x;Multiständer zus. Stange;"Multirack add. clothes rail,
Ø: 16mm, length 144cm";für DOUBLE;Jan Siekierski;Sophia Kistler;633735;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
AXPOL Trading sp.z o.o., Suchy Las;;;04;;A03;2054;1,00;x;MUNICH 130x70 Platte weiß;MUNICH 130x70 Tischplatte weiß;;Jan Siekierski;Sophia Kistler;633735;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND BDA;;04;;T02;1166;2,00;Stück;Lagerregal RACK alu;"RACK Lagerregal, 5 Böden, Spanplatte Alu
BxTxH: 95x30x185cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633744;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND BDA;;04;;T02;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß, verschließbar 
Spanplatte, Alu natur, BxTxH: 95x45x90cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633744;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
A. W. Faber-Castell Vertrieb GmbH, Stein;;;04;;A10;1004;2,00;Stück;Barhocker ZETT weiß;"ZETT Barhocker, weiß 
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Roland Ressel;Jan Ressel;633720;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
A. W. Faber-Castell Vertrieb GmbH, Stein;;;04;;A10;1468;1,00;Stück;Stehtisch LIDO HIGH weiß;"LIDO HIGH Stehtisch, weiß
klappbar, Stahlrohr pulverbeschichtet
ØxH: 70x110cm";;Roland Ressel;Jan Ressel;633720;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;CHECKIN;;04;Foyer;FOYER;2025;1,00;x;CLASSICO Aufsatz für Bartheke;CLASSICO Aufsatz für Bartheke;;Sebastian Pfaffenzeller;Angelo Schmidbauer;633742;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;CHECKIN;;04;Foyer;FOYER;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß
verschließbar, Spanplatte, Alu natur
BxTxH: 95x45x90cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633742;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;CHECKIN;;04;Foyer;FOYER;1382;2,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß, verschließbar 
Spanplatte, Alu natur, BxTxH: 95x45x90cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633742;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
FARE- Guenther Fassbender GmbH;;;04;;E20;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70cm rund weiß;Jessica Albert;Jan Ressel;633722;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
FARE- Guenther Fassbender GmbH;;;04;;E20;1003;2,00;Stück;Barhocker ZETT schwarz;"ZETT Barhocker, schwarz
Kunstleder, Chrom
Ø: 35cm, SH: 82cm";;Jessica Albert;Jan Ressel;633722;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
FARE- Guenther Fassbender GmbH;;;04;;E20;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Stehtischgestell chrom;Jessica Albert;Jan Ressel;633722;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND C4;;04;;T05;1166;2,00;Stück;Lagerregal RACK alu;"RACK Lagerregal, 5 Böden, Spanplatte Alu
BxTxH: 95x30x185cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633747;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND C4;;04;;T05;1092;1,00;Stück;Flaschenkühlschrank BOTTLE M;"BOTTLE M Flaschenkühlschrank, 180 l Inhalt 
230V, BxTxH: 60x60x85cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633747;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Promo Event, Eichenau;TRÄGERSTAND C4;;04;;T05;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß, verschließbar
Spanplatte, Alu natur, BxTxH: 95x45x90cm";;Sebastian Pfaffenzeller;Angelo Schmidbauer;633747;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Messe Augsburg;Jägervereinigung Augsburg;12.01.2026;02;;G28+G30+L30;1100;1,00;Stück;Kühlschrank COOL M (140);"COOL M Kühlschrank, Inhalt ca. 140l, extra 
Gefrierabteil, BxTxH: ca. 59x60x85cm";weiß/grau;Beschaffung Beschaffung;Julian Micheli;633752;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Messe Augsburg;Jägervereinigung Augsburg;12.01.2026;02;;G28+G30+L30;1094;2,00;Stück;Flaschenkühlschrank BOTTLE L;"BOTTLE L Flaschenkühlschrank, Inhalt ca. 350 l
verschließbar, BxTxH: 60x60x159cm";;Beschaffung Beschaffung;Julian Micheli;633752;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Messe Augsburg;Jägervereinigung Augsburg;12.01.2026;02;;G28+G30+L30;1362;22,00;Stück;Infotheke OCTA INFO 108 silber mit Türen;"OCTA INFO Infotheke mit Schiebetüren, weiß
versperrbar, Rahmen Alu natur
BxTxH: 103x52x108cm";mit Schiebetüren;Beschaffung Beschaffung;Julian Micheli;633752;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Messe Augsburg;Jägervereinigung Augsburg;12.01.2026;02;;G28+G30+L30;1502;5,00;Stück;Schrankvitrine VERDI 100 Ganzglas;"VERDI 100 Schrankvitrine Ganzglas 
beleuchtet, verschließbar, Aluminium, 
Glas, BxTxH: 102x50x180cm";;Beschaffung Beschaffung;Julian Micheli;633752;07.01.2026;Möbel;Jagen und Fischen 2026, Augsburg | Möbel | HL;Jagen und Fischen 2026, Augsburg;Standardlieferschein;Jan Ressel;04242;16.01.2026;18.01.2026;;;FALSCH;;;
Headwear PL, Pultusk;;;04;;A24;1382;1,00;Stück;CLASSICO Sideboard weiß/alu;"CLASSICO Sideboard weiß
verschließbar, Spanplatte, Alu natur
BxTxH: 95x45x90cm";;;Angelo Schmidbauer;633717;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Headwear PL, Pultusk;;;04;;A24;2061;1,00;x;NINO 70 Tischplatte rund weiß;NINO 70 Tischplatte rund weiß;für Sitztisch, chrom;;Angelo Schmidbauer;633717;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Headwear PL, Pultusk;;;04;;A24;2025;1,00;x;CLASSICO Aufsatz für Bartheke;CLASSICO Aufsatz für Bartheke;;;Angelo Schmidbauer;633717;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Headwear PL, Pultusk;;;04;;A24;2055;1,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";;;Angelo Schmidbauer;633717;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Headwear PL, Pultusk;;;04;;A24;1231;3,00;Stück;Stuhl VITA weiß;"VITA Stuhl weiß, Holz, Chrom
BxTxH: 43x44x85cm, SH: 45cm";;;Angelo Schmidbauer;633717;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Korsch Verlag GmbH & Co. KG, Gilching;;;04;;E09;2057;1,00;x;NINO/ENNO Stehtischgestell H 110cm, chrom;"NINO/ENNO Stehtischgestell H 110cm
Chrom, Ø: 8cm, Länge: 102cm";für Platte 70x70cm weiß;Jasmin Hoffmann;Jan Ressel;633733;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Korsch Verlag GmbH & Co. KG, Gilching;;;04;;E09;1018;2,00;Stück;Barhocker CATIFA BAR weiß/mocca;"CATIFA BAR Barhocker, weiß/mocca 
Chrom, Kunststoff 
BxTxH: 62x51x111cm, SH: 76cm";;Jasmin Hoffmann;Jan Ressel;633733;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
Korsch Verlag GmbH & Co. KG, Gilching;;;04;;E09;2062;1,00;x;ENNO 70x70 Tischplatte weiß;ENNO 70x70 Tischplatte weiß;für Stehtisch;Jasmin Hoffmann;Jan Ressel;633733;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GOSETA Finest Accessories, Krefeld;;;04;;F11;1032;2,00;Stück;Barhocker VOLT BAR schwarz;"VOLT BAR Barhocker schwarz, Kunststoff 
stapelbar, BxTxH: 49x48x86cm, SH: 76cm";;Frank Goerz;Angelo Schmidbauer;633734;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
GOSETA Finest Accessories, Krefeld;;;04;;F11;2055;1,00;x;NINO/ENNO Sitztischgestell H75cm, chrom;"NINO/ENNO Sitztischgestell H 75cm
Chrom Ø: 8cm, Länge: 67cm";für Platte 70 rund schwarz;Frank Goerz;Angelo Schmidbauer;633734;07.01.2026;Möbel;Werbemittelmesse 2026, MOC | Möbel | HL;Werbemittelmesse 2026, MOC;Standardlieferschein;Jan Ressel;03962;15.01.2026;15.01.2026;;;FALSCH;;;
